Date,Price,Open,High,Low,Vol.,Change %
"Apr 30, 2025","94,172","94,256.82","95,228.45","92,910",17.66K,-0.09%
"Apr 29, 2025","94,256.82","95,011.18","95,461.53","93,742.54",16.96K,-0.79%
"Apr 28, 2025","95,011.18","93,749.29","95,630","92,800.01",22.16K,1.35%
"Apr 27, 2025","93,749.3","94,628","95,369","93,602.58",11.16K,-0.93%
"Apr 26, 2025","94,628","94,638.68","95,199","93,870.69",9.42K,-0.01%
"Apr 25, 2025","94,638.68","93,980.47","95,758.04","92,855.96",27.50K,0.70%
"Apr 24, 2025","93,980.47","93,691.07","94,005","91,660.01",19.50K,0.31%
"Apr 23, 2025","93,691.08","93,442.99","94,696.05","91,935.41",27.40K,0.27%
"Apr 22, 2025","93,442.99","87,516.22","93,888","87,076.03",43.87K,6.77%
"Apr 21, 2025","87,516.23","85,179.24","88,465.99","85,144.76",31.77K,2.74%
"Apr 20, 2025","85,179.24","85,077","85,320.76","83,949.52",8.09K,0.12%
"Apr 19, 2025","85,077.01","84,474.7","85,677.99","84,364.45",9.67K,0.71%
"Apr 18, 2025","84,474.69","84,947.92","85,132.08","84,303.96",6.53K,-0.56%
"Apr 17, 2025","84,947.91","84,030.38","85,470.01","83,736.26",13.73K,1.09%
"Apr 16, 2025","84,030.38","83,643.99","85,500","83,111.64",20.87K,0.46%
"Apr 15, 2025","83,643.99","84,591.58","86,496.42","83,600",20.91K,-1.12%
"Apr 14, 2025","84,591.58","83,760","85,799.99","83,678",28.66K,0.99%
"Apr 13, 2025","83,760","85,276.91","86,100","83,034.23",24.68K,-1.78%
"Apr 12, 2025","85,276.9","83,423.83","85,905","82,792.95",18.47K,2.22%
"Apr 11, 2025","83,423.84","79,607.3","84,300","78,969.58",34.44K,4.79%
"Apr 10, 2025","79,607.3","82,615.22","82,753.21","78,464.36",33.28K,-3.64%
"Apr 09, 2025","82,615.22","76,322.42","83,588","74,620",75.49K,8.25%
"Apr 08, 2025","76,322.42","79,163.24","80,867.99","76,239.9",35.32K,-3.59%
"Apr 07, 2025","79,163.24","78,430","81,243.58","74,508",78.39K,0.93%
"Apr 06, 2025","78,430","83,537.99","83,817.63","77,153.83",27.94K,-6.11%
"Apr 05, 2025","83,537.99","83,889.87","84,266","82,379.95",9.36K,-0.42%
"Apr 04, 2025","83,889.87","83,213.09","84,720","81,659",32.92K,0.81%
"Apr 03, 2025","83,213.09","82,516.28","83,998.02","81,211.24",27.34K,0.84%
"Apr 02, 2025","82,516.29","85,158.35","88,500","82,320",39.93K,-3.10%
"Apr 01, 2025","85,158.34","82,550","85,579.46","82,432.74",20.19K,3.16%
"Mar 31, 2025","82,550.01","82,390","83,943.08","81,278.52",20.57K,0.19%
"Mar 30, 2025","82,389.99","82,648.53","83,534.64","81,565",9.86K,-0.31%
"Mar 29, 2025","82,648.54","84,424.38","84,624.73","81,644.81",11.70K,-2.10%
"Mar 28, 2025","84,424.38","87,232.01","87,515.67","83,585",27.18K,-3.22%
"Mar 27, 2025","87,232.01","86,909.17","87,756.39","85,800",17.10K,0.37%
"Mar 26, 2025","86,909.17","87,392.88","88,275","85,860",18.41K,-0.55%
"Mar 25, 2025","87,392.87","87,498.16","88,539.63","86,310",22.64K,-0.12%
"Mar 24, 2025","87,498.16","86,082.5","88,765.43","85,519.09",30.12K,1.64%
"Mar 23, 2025","86,082.5","83,840.59","86,129.64","83,809.75",8.46K,2.67%
"Mar 22, 2025","83,840.59","84,088.79","84,539.17","83,625.1",5.42K,-0.30%
"Mar 21, 2025","84,088.79","84,223.38","84,850.33","83,175.25",11.96K,-0.16%
"Mar 20, 2025","84,223.39","86,845.93","87,453.67","83,655.23",22.09K,-3.02%
"Mar 19, 2025","86,845.94","82,715.03","87,000","82,547.16",28.15K,4.99%
"Mar 18, 2025","82,715.03","84,010.02","84,021.74","81,134.66",17.61K,-1.54%
"Mar 17, 2025","84,010.03","82,574.52","84,756.83","82,456",17.21K,1.74%
"Mar 16, 2025","82,574.53","84,338.44","85,117.04","81,981.12",17.60K,-2.09%
"Mar 15, 2025","84,338.44","83,983.19","84,676.28","83,618",11.32K,0.42%
"Mar 14, 2025","83,983.2","81,115.78","85,309.71","80,818.84",26.86K,3.53%
"Mar 13, 2025","81,115.78","83,680.12","84,336.33","79,939.9",27.55K,-3.06%
"Mar 12, 2025","83,680.12","82,932.99","84,539.85","80,607.65",31.93K,0.90%
"Mar 11, 2025","82,932.99","78,595.86","83,617.4","76,606",48.77K,5.52%
"Mar 10, 2025","78,595.86","80,734.48","84,123.46","77,459.91",47.63K,-2.65%
"Mar 09, 2025","80,734.37","86,222.46","86,500","80,000",26.12K,-6.37%
"Mar 08, 2025","86,222.45","86,801.74","86,897.25","85,218.47",12.99K,-0.67%
"Mar 07, 2025","86,801.75","89,931.88","91,283.02","84,667.03",57.98K,-3.48%
"Mar 06, 2025","89,931.89","90,606","92,810.64","87,836",34.34K,-0.74%
"Mar 05, 2025","90,606.01","87,281.98","91,000","86,334.53",38.26K,3.81%
"Mar 04, 2025","87,281.98","86,221.16","88,967.52","81,500",55.61K,1.23%
"Mar 03, 2025","86,220.61","94,269.99","94,416.46","85,117.11",59.17K,-8.54%
"Mar 02, 2025","94,270","86,064.54","95,000","85,050.6",54.89K,9.53%
"Mar 01, 2025","86,064.53","84,349.95","86,558","83,824.78",25.79K,2.03%
"Feb 28, 2025","84,349.94","84,708.57","85,120","78,258.52",83.65K,-0.42%
"Feb 27, 2025","84,708.58","84,250.09","87,078.46","82,716.49",42.51K,0.54%
"Feb 26, 2025","84,250.09","88,680.39","89,414.15","82,256.01",56.89K,-5.00%
"Feb 25, 2025","88,680.4","91,552.88","92,540.69","86,050.99",78.33K,-3.14%
"Feb 24, 2025","91,552.88","96,258","96,500","91,349.26",31.55K,-4.89%
"Feb 23, 2025","96,258","96,551.01","96,650","95,227.94",10.88K,-0.30%
"Feb 22, 2025","96,551.01","96,181.99","96,980","95,770.49",11.27K,0.38%
"Feb 21, 2025","96,181.98","98,305.01","99,475","94,871.95",32.25K,-2.16%
"Feb 20, 2025","98,305","96,644.37","98,711.36","96,415.09",17.06K,1.72%
"Feb 19, 2025","96,644.37","95,671.74","96,899.99","95,029.99",16.44K,1.02%
"Feb 18, 2025","95,671.74","95,780.01","96,753.91","93,388.09",23.37K,-0.11%
"Feb 17, 2025","95,780","96,118.12","97,046.59","95,205",16.49K,-0.35%
"Feb 16, 2025","96,118.12","97,569.67","97,704.47","96,046.18",8.19K,-1.49%
"Feb 15, 2025","97,569.66","97,500.47","97,972.26","97,223.58",7.35K,0.07%
"Feb 14, 2025","97,500.48","96,608.13","98,826","96,252.82",18.17K,0.92%
"Feb 13, 2025","96,608.14","97,870","98,083.91","95,217.36",19.92K,-1.29%
"Feb 12, 2025","97,869.99","95,778.21","98,119.99","94,088.23",29.15K,2.18%
"Feb 11, 2025","95,778.2","97,430.82","98,478.42","94,876.88",18.65K,-1.70%
"Feb 10, 2025","97,430.82","96,462.75","98,345","95,256",20.57K,1.00%
"Feb 09, 2025","96,462.75","96,444.75","97,323.09","94,713",14.12K,0.02%
"Feb 08, 2025","96,444.74","96,506.8","96,880","95,688",10.15K,-0.06%
"Feb 07, 2025","96,506.8","96,554.35","100,137.99","95,620.34",31.79K,-0.05%
"Feb 06, 2025","96,554.35","96,612.44","99,120","95,676.64",23.52K,-0.06%
"Feb 05, 2025","96,612.43","97,763.14","99,149","96,155",26.23K,-1.18%
"Feb 04, 2025","97,763.13","101,328.51","101,732.31","96,150",40.27K,-3.52%
"Feb 03, 2025","101,328.52","97,700.59","102,500.01","91,231",75.16K,3.71%
"Feb 02, 2025","97,700.59","100,635.66","101,456.6","96,150",34.62K,-2.92%
"Feb 01, 2025","100,635.65","102,429.56","102,783.71","100,279.51",12.29K,-1.75%
"Jan 31, 2025","102,429.56","104,722.94","106,012","101,560",21.98K,-2.19%
"Jan 30, 2025","104,722.94","103,733.25","106,457.44","103,278.54",19.37K,0.95%
"Jan 29, 2025","103,733.24","101,335.52","104,782.68","101,328.01",23.16K,2.37%
"Jan 28, 2025","101,335.52","102,082.83","103,800","100,272.68",22.02K,-0.73%
"Jan 27, 2025","102,082.83","102,620.01","103,260","97,777.77",50.76K,-0.52%
"Jan 26, 2025","102,620","104,746.86","105,500","102,520.44",9.81K,-2.03%
"Jan 25, 2025","104,746.85","104,870.51","105,286.52","104,106.09",9.07K,-0.12%
"Jan 24, 2025","104,870.5","103,910.35","107,120","102,750",23.61K,0.92%
"Jan 23, 2025","103,910.34","103,706.66","106,850","101,262.28",53.95K,0.20%
"Jan 22, 2025","103,706.66","106,143.82","106,394.46","103,339.12",22.25K,-2.30%
"Jan 21, 2025","106,143.82","102,260","107,240.81","100,119.04",45.94K,3.80%
"Jan 20, 2025","102,260.01","101,331.57","109,588","99,550",89.53K,0.92%
"Jan 19, 2025","101,331.57","104,556.23","106,422.43","99,651.6",43.40K,-3.08%
"Jan 18, 2025","104,556.23","104,077.47","104,988.88","102,277.55",24.31K,0.46%
"Jan 17, 2025","104,077.48","99,987.3","105,865.22","99,950.77",39.17K,4.09%
"Jan 16, 2025","99,987.3","100,497.35","100,866.66","97,335.13",27.83K,-0.51%
"Jan 15, 2025","100,497.35","96,560.85","100,681.94","96,500",30.51K,4.08%
"Jan 14, 2025","96,560.86","94,536.11","97,371","94,346.22",27.85K,2.14%
"Jan 13, 2025","94,536.1","94,545.07","95,940","89,256.69",42.62K,-0.01%
"Jan 12, 2025","94,545.06","94,599.99","95,450.1","93,711.19",8.61K,-0.06%
"Jan 11, 2025","94,599.99","94,726.1","95,050.94","93,831.73",7.05K,-0.13%
"Jan 10, 2025","94,726.11","92,552.49","95,836","92,206.02",31.48K,2.35%
"Jan 09, 2025","92,552.49","95,060.61","95,382.32","91,203.67",34.54K,-2.64%
"Jan 08, 2025","95,060.61","96,954.6","97,268.65","92,500.9",33.70K,-1.95%
"Jan 07, 2025","96,954.61","102,235.6","102,724.38","96,181.81",32.06K,-5.17%
"Jan 06, 2025","102,235.6","98,363.61","102,480","97,920",25.26K,3.94%
"Jan 05, 2025","98,363.61","98,220.51","98,836.85","97,276.79",8.10K,0.15%
"Jan 04, 2025","98,220.5","98,174.17","98,778.43","97,514.79",8.99K,0.05%
"Jan 03, 2025","98,174.18","96,984.79","98,976.91","96,100.01",15.25K,1.23%
"Jan 02, 2025","96,984.79","94,591.78","97,839.5","94,392",21.97K,2.53%
"Jan 01, 2025","94,591.79","93,576","95,151.15","92,888",10.37K,1.09%
"Dec 31, 2024","93,576","92,792.05","96,250","92,033.73",19.61K,0.84%
"Dec 30, 2024","92,792.05","93,738.19","95,024.5","91,530.45",27.62K,-1.01%
"Dec 29, 2024","93,738.2","95,300","95,340","93,009.52",13.58K,-1.64%
"Dec 28, 2024","95,300","94,299.03","95,733.99","94,135.66",8.39K,1.06%
"Dec 27, 2024","94,299.03","95,791.6","97,544.58","93,500.01",26.50K,-1.56%
"Dec 26, 2024","95,791.6","99,429.61","99,963.7","95,199.14",21.19K,-3.66%
"Dec 25, 2024","99,429.6","98,663.58","99,569.15","97,632.02",14.47K,0.78%
"Dec 24, 2024","98,663.58","94,881.47","99,487.99","93,569.02",23.67K,3.99%
"Dec 23, 2024","94,881.47","95,186.28","96,538.92","92,520",32.81K,-0.32%
"Dec 22, 2024","95,186.27","97,292","97,448.08","94,250.35",19.35K,-2.16%
"Dec 21, 2024","97,291.99","97,805.44","99,540.61","96,398.39",23.48K,-0.52%
"Dec 20, 2024","97,805.44","97,461.86","98,233","92,232.54",62.88K,0.35%
"Dec 19, 2024","97,461.86","100,204.01","102,800.11","95,700",55.15K,-2.74%
"Dec 18, 2024","100,204.01","106,133.74","106,524.98","100,000",50.31K,-5.59%
"Dec 17, 2024","106,133.74","106,058.65","108,353","105,321.49",29.06K,0.07%
"Dec 16, 2024","106,058.66","104,463.99","107,793.07","103,333",41.30K,1.53%
"Dec 15, 2024","104,463.99","101,420","105,250","101,237.14",22.23K,3.00%
"Dec 14, 2024","101,420","101,424.24","102,650","100,609.41",14.19K,-0.00%
"Dec 13, 2024","101,424.25","100,004.29","101,895.26","99,205",21.90K,1.42%
"Dec 12, 2024","100,004.29","101,125","102,540","99,311.64",29.23K,-1.11%
"Dec 11, 2024","101,125","96,593","101,888","95,658.24",37.75K,4.69%
"Dec 10, 2024","96,593","97,276.48","98,270","94,256.54",51.71K,-0.70%
"Dec 09, 2024","97,276.47","101,109.6","101,215.93","94,150.05",53.95K,-3.79%
"Dec 08, 2024","101,109.59","99,831.99","101,351","98,657.7",14.61K,1.28%
"Dec 07, 2024","99,831.99","99,740.84","100,439.18","98,844",14.93K,0.09%
"Dec 06, 2024","99,740.84","96,945.63","101,898.99","95,981.72",45.05K,2.88%
"Dec 05, 2024","96,945.63","98,587.32","104,088","90,500",109.92K,-1.67%
"Dec 04, 2024","98,587.32","95,849.69","99,000","94,587.83",43.85K,2.86%
"Dec 03, 2024","95,849.69","95,840.61","96,305.52","93,578.17",35.83K,0.01%
"Dec 02, 2024","95,840.62","97,185.17","98,130","94,395",37.96K,-1.38%
"Dec 01, 2024","97,185.18","96,407.99","97,836","95,693.88",16.94K,0.81%
"Nov 30, 2024","96,407.99","97,460","97,463.95","96,092.01",14.50K,-1.08%
"Nov 29, 2024","97,460","95,643.99","98,619.99","95,364.99",27.70K,1.90%
"Nov 28, 2024","95,643.98","95,863.11","96,564","94,640",28.81K,-0.23%
"Nov 27, 2024","95,863.11","91,965.16","97,208.21","91,792.14",41.15K,4.24%
"Nov 26, 2024","91,965.16","93,010.01","94,973.37","90,791.1",57.86K,-1.12%
"Nov 25, 2024","93,010.01","97,900.05","98,871.8","92,600.19",50.85K,-4.99%
"Nov 24, 2024","97,900.04","97,672.4","98,564","95,734.77",31.20K,0.23%
"Nov 23, 2024","97,672.4","98,892","98,908.85","97,136",24.76K,-1.23%
"Nov 22, 2024","98,892","98,317.12","99,588.01","97,122.11",46.19K,0.58%
"Nov 21, 2024","98,317.12","94,286.56","98,988","94,040",69.23K,4.27%
"Nov 20, 2024","94,286.56","92,310.8","94,831.97","91,500",42.20K,2.14%
"Nov 19, 2024","92,310.79","90,464.07","93,905.51","90,357",43.66K,2.04%
"Nov 18, 2024","90,464.08","89,855.98","92,594","89,376.9",46.55K,0.68%
"Nov 17, 2024","89,855.99","90,587.98","91,449.99","88,722",23.87K,-0.81%
"Nov 16, 2024","90,586.92","91,032.08","91,779.66","90,056.17",22.72K,-0.49%
"Nov 15, 2024","91,032.07","87,325.59","91,850","87,073.38",47.93K,4.24%
"Nov 14, 2024","87,325.59","90,375.21","91,790","86,668.21",56.73K,-3.37%
"Nov 13, 2024","90,375.2","87,952","93,265.64","86,127.99",86.76K,2.76%
"Nov 12, 2024","87,952.01","88,648","89,940","85,072",97.30K,-0.79%
"Nov 11, 2024","88,647.99","80,370.01","89,530.54","80,216.01",82.32K,10.30%
"Nov 10, 2024","80,370.01","76,677.46","81,500","76,492",61.83K,4.82%
"Nov 09, 2024","76,677.46","76,509.78","76,900","75,714.66",16.94K,0.22%
"Nov 08, 2024","76,509.78","75,857.89","77,199.99","75,555",36.52K,0.86%
"Nov 07, 2024","75,857.89","75,571.99","76,849.99","74,416",44.87K,0.38%
"Nov 06, 2024","75,571.99","69,372.01","76,400","69,298",104.13K,8.94%
"Nov 05, 2024","69,372.01","67,850.01","70,577.91","67,476.63",33.36K,2.24%
"Nov 04, 2024","67,850.01","68,775.99","69,500","66,835",29.80K,-1.35%
"Nov 03, 2024","68,775.99","69,374.74","69,391","67,478.73",25.00K,-0.86%
"Nov 02, 2024","69,374.74","69,496","69,914.37","69,000.14",10.52K,-0.17%
"Nov 01, 2024","69,496.01","70,292.01","71,632.95","68,820.14",38.30K,-1.13%
"Oct 31, 2024","70,292.01","72,344.75","72,700","69,685.76",29.35K,-2.84%
"Oct 30, 2024","72,344.74","72,736.41","72,961","71,436",26.89K,-0.54%
"Oct 29, 2024","72,736.42","69,962.21","73,620.12","69,760",50.13K,3.97%
"Oct 28, 2024","69,962.21","68,021.69","70,270","67,618",29.05K,2.85%
"Oct 27, 2024","68,021.7","67,092.76","68,332.05","66,913.73",8.65K,1.38%
"Oct 26, 2024","67,092.76","66,698.32","67,454.55","66,439.9",11.84K,0.59%
"Oct 25, 2024","66,698.33","68,198.27","68,771.49","65,596.29",34.48K,-2.20%
"Oct 24, 2024","68,198.28","66,668.65","68,850","66,510",22.59K,2.29%
"Oct 23, 2024","66,668.65","67,426.01","67,472.83","65,260",25.53K,-1.12%
"Oct 22, 2024","67,426","67,377.5","67,836.01","66,571.42",24.60K,0.07%
"Oct 21, 2024","67,377.5","69,032","69,519.52","66,840.67",31.37K,-2.40%
"Oct 20, 2024","69,031.99","68,377.99","69,400","68,100",12.44K,0.96%
"Oct 19, 2024","68,378","68,427.99","68,693.26","68,010",8.19K,-0.07%
"Oct 18, 2024","68,428","67,421.78","69,000","67,192.36",28.73K,1.49%
"Oct 17, 2024","67,421.78","67,620","67,939.4","66,666",25.33K,-0.29%
"Oct 16, 2024","67,620.01","67,074.14","68,424","66,750.49",29.94K,0.81%
"Oct 15, 2024","67,074.14","66,084","67,950","64,800.01",43.68K,1.50%
"Oct 14, 2024","66,083.99","62,870.02","66,500","62,457.81",37.67K,5.11%
"Oct 13, 2024","62,870.02","63,206.23","63,285.72","62,050",11.91K,-0.53%
"Oct 12, 2024","63,206.22","62,539.99","63,480","62,487.23",10.91K,1.07%
"Oct 11, 2024","62,540","60,326.4","63,417.56","60,087.64",23.64K,3.67%
"Oct 10, 2024","60,326.39","60,636.01","61,321.68","58,946",23.97K,-0.51%
"Oct 09, 2024","60,636.02","62,160.5","62,543.75","60,301",20.01K,-2.45%
"Oct 08, 2024","62,160.49","62,224.01","63,200","61,860.31",19.70K,-0.10%
"Oct 07, 2024","62,224","62,819.91","64,478.19","62,128",25.97K,-0.95%
"Oct 06, 2024","62,819.91","62,058.01","62,975","61,798.97",8.91K,1.23%
"Oct 05, 2024","62,058","62,086","62,370.56","61,689.26",7.81K,-0.05%
"Oct 04, 2024","62,086","60,752.72","62,484.85","60,459.9",21.29K,2.19%
"Oct 03, 2024","60,752.71","60,649.27","61,477.19","59,828.11",26.22K,0.17%
"Oct 02, 2024","60,649.28","60,804.92","62,390.31","60,000",31.53K,-0.26%
"Oct 01, 2024","60,805.78","63,327.6","64,130.63","60,164",43.67K,-3.98%
"Sep 30, 2024","63,327.59","65,602.01","65,618.8","62,856.3",30.01K,-3.47%
"Sep 29, 2024","65,602.01","65,858","66,076.12","65,432",8.34K,-0.39%
"Sep 28, 2024","65,858","65,769.95","66,260","65,422.23",9.13K,0.13%
"Sep 27, 2024","65,769.95","65,173.99","66,498","64,819.9",22.05K,0.91%
"Sep 26, 2024","65,173.99","63,152.01","65,839","62,670",28.37K,3.20%
"Sep 25, 2024","63,152.01","64,262.7","64,817.99","62,947.08",17.81K,-1.73%
"Sep 24, 2024","64,262.7","63,339.99","64,688","62,700",23.19K,1.46%
"Sep 23, 2024","63,339.99","63,578.76","64,745.88","62,538.75",24.08K,-0.38%
"Sep 22, 2024","63,578.76","63,348.97","64,000","62,357.93",14.24K,0.36%
"Sep 21, 2024","63,348.96","63,201.05","63,559.9","62,758",8.38K,0.23%
"Sep 20, 2024","63,201.05","62,948","64,133.32","62,350",25.47K,0.40%
"Sep 19, 2024","62,947.99","61,759.98","63,850","61,555",34.33K,1.92%
"Sep 18, 2024","61,759.99","60,313.99","61,786.24","59,174.8",36.09K,2.40%
"Sep 17, 2024","60,313.99","58,213.99","61,320","57,610.01",33.12K,3.61%
"Sep 16, 2024","58,213.99","59,132","59,210.7","57,493.3",26.48K,-1.55%
"Sep 15, 2024","59,132","59,993.02","60,395.8","58,691.05",13.76K,-1.44%
"Sep 14, 2024","59,993.03","60,497.99","60,610.45","59,400",12.14K,-0.83%
"Sep 13, 2024","60,498","58,132.31","60,625","57,632.62",29.83K,4.07%
"Sep 12, 2024","58,132.32","57,338","58,588","57,324",31.07K,1.39%
"Sep 11, 2024","57,338","57,635.99","57,981.71","55,545.19",33.03K,-0.52%
"Sep 10, 2024","57,635.99","57,042.01","58,044.36","56,386.4",23.63K,1.04%
"Sep 09, 2024","57,042","54,869.95","58,088","54,591.96",32.38K,3.96%
"Sep 08, 2024","54,869.95","54,160.86","55,318","53,629.01",16.27K,1.31%
"Sep 07, 2024","54,160.86","53,962.97","54,850","53,745.54",16.69K,0.37%
"Sep 06, 2024","53,962.97","56,180","57,008","52,550",54.45K,-3.95%
"Sep 05, 2024","56,180","57,970.9","58,327.07","55,643.65",27.81K,-3.09%
"Sep 04, 2024","57,970.9","57,487.74","58,519","55,606",35.56K,0.84%
"Sep 03, 2024","57,487.73","59,132.12","59,809.65","57,415",22.83K,-2.78%
"Sep 02, 2024","59,132.13","57,301.77","59,425.69","57,128",22.90K,3.19%
"Sep 01, 2024","57,301.86","58,974","59,076.59","57,201",20.71K,-2.84%
"Aug 31, 2024","58,973.99","59,123.99","59,462.38","58,744",8.80K,-0.25%
"Aug 30, 2024","59,123.99","59,359","59,944.07","57,701.1",28.52K,-0.40%
"Aug 29, 2024","59,359.01","59,034.9","61,166.99","58,713.09",27.02K,0.55%
"Aug 28, 2024","59,034.9","59,415","60,234.98","57,860",36.87K,-0.64%
"Aug 27, 2024","59,415","62,834","63,212","58,034.01",35.14K,-5.44%
"Aug 26, 2024","62,834","64,219.99","64,481","62,800",19.47K,-2.16%
"Aug 25, 2024","64,220","64,157.02","65,000","63,773.27",12.31K,0.10%
"Aug 24, 2024","64,157.01","64,037.24","64,494.5","63,531",15.86K,0.19%
"Aug 23, 2024","64,037.24","60,375.83","64,955","60,342.14",38.12K,6.06%
"Aug 22, 2024","60,375.84","61,156.03","61,400","59,724.87",21.24K,-1.28%
"Aug 21, 2024","61,156.03","59,013.8","61,820.93","58,783.47",27.98K,3.63%
"Aug 20, 2024","59,013.8","59,438.5","61,400","58,548.23",31.48K,-0.71%
"Aug 19, 2024","59,438.5","58,427.35","59,617.63","57,787.3",22.81K,1.73%
"Aug 18, 2024","58,427.35","59,491.99","60,284.99","58,408.92",13.63K,-1.79%
"Aug 17, 2024","59,491.99","58,874.59","59,700","58,785.05",7.72K,1.05%
"Aug 16, 2024","58,874.6","57,541.05","59,817.76","57,098.62",27.61K,2.32%
"Aug 15, 2024","57,541.06","58,683.39","59,849.38","56,078.54",37.69K,-1.95%
"Aug 14, 2024","58,683.39","60,587.16","61,800","58,433.18",28.42K,-3.14%
"Aug 13, 2024","60,587.15","59,346.64","61,578.1","58,392.88",27.86K,2.09%
"Aug 12, 2024","59,346.64","58,712.59","60,711.09","57,642.21",37.01K,1.08%
"Aug 11, 2024","58,712.59","60,923.51","61,858","58,286.73",19.19K,-3.63%
"Aug 10, 2024","60,923.51","60,837.99","61,470.58","60,242",10.00K,0.14%
"Aug 09, 2024","60,837.99","61,686","61,744.37","59,535",30.97K,-1.37%
"Aug 08, 2024","61,685.99","55,133.76","62,745.14","54,730",48.35K,11.88%
"Aug 07, 2024","55,134.16","56,022","57,736.05","54,558.62",44.27K,-1.58%
"Aug 06, 2024","56,022.01","54,018.82","57,040.99","53,950",55.88K,3.71%
"Aug 05, 2024","54,018.81","58,161","58,305.59","49,000",162.07K,-7.12%
"Aug 04, 2024","58,161","60,697.99","61,117.63","57,122.77",31.62K,-4.18%
"Aug 03, 2024","60,697.99","61,498.34","62,198.22","59,850",28.03K,-1.30%
"Aug 02, 2024","61,498.33","65,354.02","65,596.14","61,230.01",38.82K,-5.90%
"Aug 01, 2024","65,354.02","64,628.01","65,659.78","62,302",35.54K,1.12%
"Jul 31, 2024","64,628","66,188","66,849.24","64,530",22.63K,-2.36%
"Jul 30, 2024","66,188","66,784.68","67,000","65,302.67",23.13K,-0.89%
"Jul 29, 2024","66,784.69","68,249.88","70,079.99","66,428",36.47K,-2.15%
"Jul 28, 2024","68,249.88","67,896.49","68,318.43","67,066.66",10.87K,0.52%
"Jul 27, 2024","67,896.5","67,908","69,399.99","66,650",31.71K,-0.02%
"Jul 26, 2024","67,907.99","65,799.95","68,200","65,722.63",24.24K,3.20%
"Jul 25, 2024","65,799.95","65,376.01","66,175.49","63,456.7",35.13K,0.65%
"Jul 24, 2024","65,376","65,936","67,102.01","65,111",23.08K,-0.85%
"Jul 23, 2024","65,936.01","67,532","67,750.98","65,441.08",31.41K,-2.36%
"Jul 22, 2024","67,532.01","68,165.35","68,474.55","66,559.97",21.45K,-0.93%
"Jul 21, 2024","68,165.34","67,139.97","68,366.66","65,777",21.82K,1.53%
